"","location","cnt","lat","long","lat_min","lat_max","lon_min","lon_max"
"563","Irving, TX",31,32.8295183,-96.9442177,32.771786,32.953966,-97.0340376,-96.888782
"564","Isanti, MN",12,45.5693224,-93.326521,45.4117555,45.734318,-93.513683,-93.0195014
"565","Issaquah, WA",1,47.5348778,-122.0432974,47.509077,47.577369,-122.100541,-121.98573
"566","Iva, SC",6,34.3064967,-82.663743,34.2989969,34.3168984,-82.6724531,-82.6549739
"567","Jackson County, MO",2,39.0355211,-94.3583509,38.8331748,39.2372824,-94.6081811,-94.1047554
"568","Jackson, GA",4,34.1282559,-83.5753386,33.9657304,34.295276,-83.817682,-83.357051
"569","Jackson, TN",9,35.6144446,-88.8177418,35.540226,35.756726,-88.921087,-88.756655
"570","Jacksonville, FL",20,30.3321838,-81.655651,30.103748,30.5862095,-82.0493895,-81.316712
"571","Jacksonville, NC",13,34.7494749,-77.4208221,34.638319,34.815329,-77.479674,-77.307864
"572","Jamaica, NY",8,40.7029134,-73.8006429,40.6929134,40.7129134,-73.8106429,-73.7906429
"573","Janesville, WI",2,42.6829765,-89.0226793,42.6051404,42.7589666,-89.08051,-88.938878
"574","Jefferson City, MO",6,38.577359,-92.1724265,38.524693,38.6176948,-92.287547,-92.037263
"575","Jeffersonville, IN",6,38.2770227,-85.7371604,38.266981,38.400811,-85.757965,-85.633841
"576","Jersey City, NJ",27,40.7215682,-74.047455,40.661622,40.7689376,-74.1166865,-74.0206386
"577","Jessup, MD",6,39.1470015,-76.7699177,39.1142225,39.1797713,-76.8119001,-76.75334
"578","Johns Creek, GA",21,34.0181557,-84.190196,33.9853859,34.090679,-84.2858775,-84.0976947
"579","Johnstown, NY",6,43.0068689,-74.3676437,42.984709,43.035285,-74.415879,-74.348965
"580","Joliet, IL",1,41.5263603,-88.0840212,41.4304465,41.5948417,-88.3621969,-87.9903608
"581","Jonesville, MI",90,40.1123821,-121.4671946,40.0923821,40.1323821,-121.4871946,-121.4471946
"582","Kalamazoo, MI",1,42.291707,-85.5872286,42.215564,42.332752,-85.6627076,-85.5307779
"583","Kalispell, MT",24,48.202158,-114.315321,48.139024,48.284487,-114.373904,-114.268812
"584","Kansas City, KS",13,39.1134562,-94.626497,39.0435716,39.202911,-94.9084171,-94.5882049
"585","Kansas City, MO",63,39.100105,-94.5781416,38.827176,39.356662,-94.765917,-94.385522
"586","Kansas, United States",6,38.27312,-98.5821872,36.9930715,40.0032291,-102.0517919,-94.5882049
"587","Katy, TX",14,29.7857853,-95.8243956,29.7488591,29.8314649,-95.9185243,-95.7969197
"588","Kaysville, UT",4,41.0349847,-111.9383931,40.9946013,41.0601286,-111.9945853,-111.8992442
"589","Kendallville, IN",1,41.4414385,-85.2649754,41.419848,41.476385,-85.303366,-85.197055
"590","Kenedy, TX",10,26.9205171,-97.7461361,26.5979525,27.2843313,-97.9856319,-97.1103814
"591","Kenmore, NY",4,42.961748,-78.870914,42.958583,42.973303,-78.889306,-78.853115
"592","Kenosha, WI",2,42.5846773,-87.8212263,42.53775,42.639375,-87.996968,-87.8061255
"593","Kent, WA",23,47.3826903,-122.2270272,47.32976,47.4412193,-122.3094097,-121.995964
"594","Kentucky, United States",17,37.5726028,-85.1551411,36.497118,39.1477997,-89.571509,-81.9645413
"595","Kermit, TX",3,31.8578999,-103.0932149,31.8379872,31.869999,-103.108063,-103.0757135
"596","King George, VA",3,38.2786312,-77.175356,38.1419824,38.4009021,-77.3475667,-76.9973698
"597","King of Prussia, PA",1,40.0908111,-75.3832484,40.072017,40.117728,-75.419933,-75.3434963
"598","Kingsford, MI",6,45.794956,-88.072071,45.784704,45.822783,-88.136212,-88.066519
"599","Kingston, NY",4,41.9287812,-74.0023702,41.901894,41.953084,-74.044882,-73.953191
"600","Kiowa, CO",2,38.4411214,-102.7628476,38.264652,38.614002,-103.508873,-102.044568
"601","Kirkland, WA",16,47.6765382,-122.2070775,47.642425,47.740778,-122.261879,-122.149346
"602","Kirtland Air Force Base, NM",21,35.0011307,-106.5157255,34.9471575,35.0673249,-106.6097878,-106.445806
"603","Kissimmee, FL",6,28.2918995,-81.4075838,28.2507485,28.347957,-81.485393,-81.3147734
"604","Knoxville, TN",21,35.9603948,-83.9210261,35.849497,36.067428,-84.161625,-83.688543
"605","Kohler, WI",2,43.7391616,-87.7817541,43.711865,43.760361,-87.804475,-87.749431
"606","La Jolla, California, United States",4,32.8401623,-117.2740777,32.8201623,32.8601623,-117.2940777,-117.2540777
"607","La Porte, TX",4,29.6657838,-95.0193729,29.6149071,29.7093221,-95.1127028,-94.9946964
"608","Lacey, WA",12,47.0263876,-122.8072257,46.9804803,47.1192962,-122.8391362,-122.7382467
"609","Ladson, SC",2,32.9857275,-80.1098123,32.964865,33.047499,-80.139459,-80.080722
"610","Lafayette, IN",15,40.4167022,-86.8752869,40.3556371,40.4554837,-86.9260913,-86.779762
"611","Laguna Hills, CA",4,33.5948758,-117.6882067,33.5573707,33.6312317,-117.7463132,-117.6733364
"612","Laguna Niguel, CA",4,33.5225261,-117.7075526,33.4870947,33.5714131,-117.740177,-117.6725131
"613","Lake Charles, LA",8,30.2305095,-93.2169807,30.124501,30.272203,-93.316857,-93.1288414
"614","Lake Forest, CA",17,33.6469261,-117.6859213,33.606831,33.7068757,-117.7270009,-117.6201691
"615","Lake Havasu City, AZ",4,34.4775296,-114.3379972,34.4302861,34.589601,-114.3758094,-114.2420218
"616","Lake Mary, FL",5,28.7562749,-81.322093,28.726581,28.7866629,-81.373013,-81.301475
"617","Lake Villa, IL",2,42.4169651,-88.0739708,42.386315,42.448559,-88.123152,-88.052837
"618","Lakeland, FL",4,28.0394654,-81.9498042,27.9526701,28.171967,-82.0560959,-81.8388027
"619","Lakeville, MA",16,41.8459353,-70.9494854,41.7788961,41.9074542,-71.0365711,-70.8934417
"620","Lakeville, MN",2,44.650051,-93.2432791,44.623439,44.7175444,-93.318731,-93.1563968
"621","Lakewood, CO",8,39.7085736,-105.0846694,39.6184394,39.761955,-105.2004371,-105.0532141
"622","Lakewood, NJ",6,40.0978929,-74.2176435,40.0239227,40.1203643,-74.2586431,-74.151111
"623","Lancaster, CA",1,34.6981064,-118.1366153,34.63095,34.768855,-118.325179,-117.938669
"624","Lancaster, PA",45,40.08067,-76.2411283,39.7211039,40.315713,-76.7219602,-75.8732874
"625","Lancaster, SC",1,34.6628067,-80.700546,34.458176,35.0761262,-80.9095528,-80.412247
"626","Lancaster, TX",4,32.5920798,-96.7561083,32.546914,32.64969,-96.8232408,-96.712062
"627","Lansing, MI",12,42.7337712,-84.5553805,42.647483,42.7949754,-84.701284,-84.417581
"628","Lapeer, MI",6,43.0904764,-83.2333705,42.880432,43.3270374,-83.4607057,-82.983647
"629","Laredo, TX",4,27.5030915,-99.5075644,27.3664121,27.7444122,-99.7503179,-99.3310257
"630","Largo, FL",26,27.9094665,-82.7873244,27.875044,27.942621,-82.845414,-82.696279
"631","Las Cruces, NM",28,32.3140354,-106.779807,32.242285,32.431869,-106.973286,-106.665671
"632","Las Vegas, NV",99,36.1672559,-115.148516,36.129554,36.3808406,-115.4242845,-115.062066
"633","Laurel, MD",2,39.0984317,-76.8485094,39.076314,39.1146098,-76.8935736,-76.8271376
"634","Laurinburg, NC",4,34.7740495,-79.4628248,34.703366,34.805422,-79.527903,-79.430203
"635","Lawrence, KS",6,38.9719384,-95.2359496,38.9044669,39.0335024,-95.3445398,-95.166617
"636","Lawrenceville, GA",22,33.9566391,-83.9890066,33.91212,33.990655,-84.046143,-83.952363
"637","Lawton, OK",1,34.6086854,-98.3903305,34.5114967,34.694351,-98.5364913,-98.314426
"638","Layton, UT",13,41.0751048,-111.9741925,41.0366833,41.1165661,-112.0358598,-111.9011915
"639","League City, TX",9,29.5074538,-95.0949303,29.427749,29.559078,-95.22547,-94.997634
"640","Lebanon, MO",1,37.6806669,-92.6637835,37.625921,37.717737,-92.698793,-92.62231
"641","Lees Summit, MO",14,38.874448,-94.181926,38.872059,38.87493,-94.191638,-94.173148
"642","Lehi, UT",32,40.3881114,-111.8486019,40.3559477,40.4717428,-111.9449759,-111.8170023
"643","Lenexa, KS",11,38.9697458,-94.7845837,38.915035,38.992919,-94.908962,-94.7050286
"644","Levittown, NY",2,40.7259621,-73.5144766,40.700016,40.7435777,-73.5456886,-73.4846383
"645","Lewiston, ID",3,46.4195913,-117.0216144,46.36165,46.437107,-117.046587,-116.911255
"646","Lewiston, ME",1,44.0951078,-70.2155454,44.0053548,44.1675159,-70.224262,-70.115252
"647","Lewisville, TX",3,33.046233,-96.994174,32.985124,33.1003548,-97.045663,-96.865866
"648","Lexington Park, MD",4,38.2641725,-76.4533565,38.2223482,38.3399315,-76.5684844,-76.3959029
"649","Lexington, KY",14,38.0464066,-84.4970393,37.8452952,38.211404,-84.660415,-84.282715
"650","Libertyville, IL",1,42.2830786,-87.9531303,42.2455704,42.32464,-88.022622,-87.92485
"651","Lima, OH",4,40.7399785,-84.105006,40.687659,40.7956561,-84.1650988,-84.0708798
"652","Lincoln, CA",6,38.8915741,-121.29318,38.8391524,38.92646,-121.358456,-121.227932
"653","Lincoln, NE",11,40.8088861,-96.7077751,40.693767,40.915002,-96.80415,-96.5675211
"654","Lincolnshire, IL",2,42.1900249,-87.9084039,42.17527,42.221839,-87.951075,-87.883235
"655","Lindon, UT",2,40.3432857,-111.72076,40.326017,40.353625,-111.779049,-111.6582973
"656","Linthicum, MD",3,39.2105797,-76.6625735,39.1904143,39.230953,-76.6948391,-76.6315344
"657","Lisle, IL",4,41.801159,-88.0747687,41.7598109,41.8186234,-88.1187369,-88.049175
"658","Little Elm, TX",9,33.1626194,-96.9375051,33.132876,33.240458,-96.9771204,-96.8819671
"659","Little Rock, AR",22,34.7465071,-92.2896267,34.6256657,34.8218226,-92.5215905,-92.1506554
"660","Littleton, CO",17,39.613321,-105.016649,39.535359,39.629955,-105.111985,-104.9732477
"661","Littleton, NH",8,44.3063899,-71.7710705,44.2712443,44.4062061,-71.9845413,-71.6959282
"662","Live Oak, TX",4,28.2678746,-98.101923,28.0567135,28.7865021,-98.3350184,-97.80889
"663","Livermore, CA",5,37.6820583,-121.768053,37.6285721,37.732196,-121.8481011,-121.6966433
"664","Liverpool, NY",12,43.106456,-76.217705,43.096899,43.115028,-76.222701,-76.198206
"665","Lockport, NY",12,43.1687104,-78.696567,43.145224,43.193906,-78.743528,-78.663039
"666","Locust Grove, GA",4,33.3459495,-84.109083,33.297631,33.3854,-84.150442,-84.053609
"667","Locust Valley, NY",4,40.8757712,-73.5971927,40.870368,40.9085087,-73.614723,-73.564594
"668","Lodi, CA",3,38.1301968,-121.2724473,38.082454,38.154942,-121.40527,-121.241311
"669","Lombard, IL",12,41.8864687,-88.0201536,41.8314925,41.915062,-88.0510006,-87.987256
"670","Lone Tree, CO",8,39.5364152,-104.9041528,39.507095,39.5660135,-104.909351,-104.8299128
"671","Long Beach, CA",26,33.7690164,-118.191604,33.6905847,33.8855595,-118.248966,-118.0632373
"672","Longmont, CO",2,40.1672117,-105.101928,40.1263883,40.2099583,-105.1783773,-105.017322
"673","Longview, WA",8,46.1377048,-122.934462,46.101626,46.18358,-123.039348,-122.891767
"674","Loomis, CA",6,38.8212889,-121.193004,38.774014,38.838672,-121.228943,-121.172461
"675","Los Alamos, NM",60,35.88137,-106.298959,35.871444,35.913289,-106.334687,-106.245534
"676","Los Angeles County, CA",10,34.3155072,-118.209681,32.75004,34.8233121,-118.9517221,-117.64627
"677","Los Angeles, CA",636,34.0536909,-118.242766,33.659541,34.337306,-118.6681779,-118.1552947
"678","Los Angeles, California, United States",6,34.0536909,-118.242766,33.659541,34.337306,-118.6681779,-118.1552947
"679","Loudon, TN",2,35.7490023,-84.320293,35.610554,35.903248,-84.584999,-84.133331
"680","Louisiana, United States",4,30.8703881,-92.007126,28.8542892,33.0195943,-94.0431869,-88.758331
"681","Louisville, KY",56,38.2542376,-85.759407,37.9971,38.3801391,-85.9470644,-85.4051
"682","Loveland, CO",11,40.385549,-105.0443613,40.3783738,40.3927134,-105.0732348,-105.0282463
"683","Low Moor, IA",9,41.8015818,-90.3547554,41.7975455,41.808457,-90.3695453,-90.3451448
"684","Lubbock, TX",4,33.5855677,-101.8470215,33.4478552,33.7084347,-102.032121,-101.7490053
"685","Lugoff, SC",4,34.219224,-80.704454,34.189092,34.248907,-80.751207,-80.642897
"686","Lynchburg, VA",10,37.4137536,-79.1422464,37.3326369,37.4693965,-79.2713933,-79.0844942
"687","Lyndhurst, VA",45,38.018939,-78.9570219,37.988399,38.0494943,-78.98004,-78.9233201
"688","Lynnwood, WA",3,47.8278656,-122.3053932,47.8020336,47.8538813,-122.3418273,-122.2618097
"689","Macomb, MI",2,42.6741189,-82.902901,42.4470609,42.897541,-83.102891,-82.705966
"690","Macon, GA",6,32.8406946,-83.6324022,32.660643,32.9528742,-83.89205,-83.48943
"691","Madison, AL",2,34.7736807,-86.5675095,34.476662,34.99207,-86.7900926,-86.258301
"692","Madison, WI",187,43.074761,-89.3837613,42.9981494,43.171916,-89.571661,-89.2466198
"693","Magna, UT",4,40.7031629,-112.081648,40.681833,40.8133767,-112.260216,-112.0630074
"694","Magnolia, TX",8,30.2095594,-95.7507897,30.1896105,30.228255,-95.7764995,-95.6993724
"695","Mahwah, NJ",18,41.0887072,-74.1437552,41.022088,41.1344669,-74.248939,-74.1037665
"696","Maiden, NC",6,35.5766048,-81.2139216,35.552708,35.627572,-81.262388,-81.178382
"697","Maine, United States",19,45.709097,-68.8590201,42.9222206,47.4598397,-71.0841694,-66.8854156
"698","Maitland, FL",17,28.6275253,-81.3656419,28.6095153,28.640412,-81.410822,-81.328342
"699","Malibu, CA",5,34.035591,-118.689423,33.9469077,34.0671676,-118.9517221,-118.5701008
"700","Malone, NY",4,44.84881,-74.295044,44.832615,44.863565,-74.310888,-74.258347
"701","Manalapan, NJ",2,40.2852895,-74.333495,40.208899,40.344579,-74.408085,-74.282468
"702","Manassas, VA",8,38.7509488,-77.4752667,38.7061063,38.7811645,-77.5265024,-77.4477072
"703","Manchester, CT",1,41.7834017,-72.5231973,41.7337428,41.8203065,-72.5834905,-72.4640843
"704","Manchester, IA",1,42.4840907,-91.4555379,42.4644722,42.5066222,-91.4870255,-91.4058269
"705","Manchester, NH",4,42.9956397,-71.4547891,42.890351,43.0517833,-71.5127468,-71.3754311
"706","Manhasset, NY",3,40.7956894,-73.6989103,40.768956,40.804298,-73.715663,-73.6672611
"707","Manhattan Beach, CA",11,33.8915985,-118.3951241,33.8614055,33.9061853,-118.4758021,-118.3785778
"708","Manhattan, NY",38,40.7896239,-73.9598939,40.679654,40.882012,-74.047207,-73.906769
"709","Mansfield, MA",2,42.0334326,-71.2189405,41.974205,42.0611614,-71.2882834,-71.158697
"710","Mansfield, TX",4,32.563487,-97.1420308,32.512091,32.6161233,-97.1867376,-97.0467793
"711","Maple Grove, MN",6,45.0984983,-93.4419222,45.0647098,45.1529061,-93.5284457,-93.4007766
"712","Marietta, GA",22,33.9528472,-84.5496148,33.8955874,34.00117,-84.616806,-84.467938
"713","Marina del Rey, CA",2,33.9776848,-118.448647,33.964231,33.9863887,-118.4633816,-118.4322429
"714","Marrero, LA",2,29.8993723,-90.1003506,29.853689,29.9133384,-90.152572,-90.083572
"715","Martinsville, VA",1,36.6915262,-79.8725386,36.643805,36.715337,-79.904077,-79.826259
"716","Maryland, United States",18,39.5162401,-76.9382069,37.8865288,39.7242207,-79.4873055,-74.9852049
"717","Mason, OH",8,39.3600586,-84.309939,39.309535,39.401613,-84.349361,-84.252758
"718","Massachusetts, United States",53,42.3788774,-72.032366,41.1888589,42.8867783,-73.5082102,-69.8601042
"719","Mauldin, SC",2,34.77873,-82.310119,34.7499186,34.8182314,-82.3336247,-82.2628787
"720","Maumee, OH",3,41.5628294,-83.6538244,41.536814,41.593654,-83.718167,-83.606408
"721","Mayfield, OH",2,41.541872,-81.439452,41.5306992,41.5699542,-81.4632416,-81.419936
"722","McAllen, TX",2,26.204114,-98.2300605,26.1021346,26.4666626,-98.3180607,-98.195385
"723","McComb, MS",1,31.2437872,-90.4531536,31.217439,31.269449,-90.510277,-90.435588
"724","McDonough, GA",4,33.4473361,-84.1468616,33.402296,33.482627,-84.203456,-84.099622
"725","McKinney, TX",10,33.1976496,-96.6154471,33.1252923,33.3060918,-96.7679041,-96.5385097
"726","McLean, VA",34,38.9366852,-77.1858268,38.8932456,38.9798816,-77.287821,-77.1197949
"727","McPherson, KS",1,38.3659015,-97.6575171,38.17372,38.610218,-97.926254,-97.3717283
"728","Mebane, NC",15,36.0959715,-79.2669619,36.057214,36.135323,-79.319847,-79.22415
"729","Mechanicsburg, PA",2,40.2101972,-77.0047276,40.1992154,40.2246877,-77.0322604,-76.9786359
"730","Mechanicsville, VA",12,37.627722,-77.3538176,37.5757455,37.679824,-77.4214302,-77.293361
"731","Mecklenburg County, NC",2,35.2356385,-80.8139485,35.0016783,35.5148454,-81.0582094,-80.5503581
"732","Medford, OR",12,42.3264181,-122.8718605,42.2887597,42.3983852,-122.9112333,-122.7771953
"733","Melbourne, FL",32,28.106471,-80.6371513,28.0350148,28.200533,-80.7482559,-80.5749441
"734","Melissa, TX",2,33.2862455,-96.5722411,33.2583636,33.3134477,-96.6062955,-96.4946952
"735","Melrose Park, IL",2,41.900299,-87.8569745,41.888936,41.9190252,-87.903409,-87.8288746
"736","Melville, NY",22,40.7934322,-73.4151214,40.751373,40.815496,-73.44877,-73.3681269
"737","Memphis, TN",33,35.1460249,-90.0517638,34.9941528,35.263879,-90.308366,-89.637089
"738","Menlo Park, CA",14,37.4519671,-122.177992,37.4169279,37.5338387,-122.2284392,-122.0801029
"739","Menomonee Falls, WI",17,43.1790768,-88.1170784,43.104565,43.1926056,-88.185671,-88.0633579
"740","Menomonie, WI",4,44.8753941,-91.9200286,44.8511611,44.926318,-91.9620273,-91.852856
"741","Mentor, OH",10,41.6664781,-81.3399769,41.640208,41.757452,-81.390954,-81.290725
"742","Meriden, CT",1,41.5381535,-72.8070435,41.495503,41.5789025,-72.859025,-72.7447556
"743","Meridian, ID",24,43.6086295,-116.392326,43.5318427,43.6714285,-116.4835189,-116.3343751
"744","Merritt Island, FL",2,28.2662775,-80.6636984,28.133292,28.409689,-80.734688,-80.602575
"745","Mesa County, CO",8,39.0589084,-108.565996,38.499195,39.3665569,-109.0601537,-107.377182
"746","Mesa, AZ",24,33.4151005,-111.831455,33.277624,33.513376,-111.8944023,-111.5805913
"747","Mesquite, Texas, United States",4,32.7666103,-96.599472,32.6815167,32.8493147,-96.6848683,-96.428882
"748","Mesquite, TX",13,32.7666103,-96.599472,32.6815167,32.8493147,-96.6848683,-96.428882
"749","Metairie, LA",4,30.0018546,-90.1767012,29.9688401,30.034366,-90.2376169,-90.1211162
"750","Metro Jacksonville",3,30.3150331,-81.7029952,30.314883,30.3152889,-81.7031865,-81.7028084
"751","Miami Beach, FL",6,25.7929198,-80.1353006,25.747677,25.872806,-80.1699989,-80.110192
"752","Miami-Dade County, FL",33,25.6364246,-80.4989467,25.13735,25.9791962,-80.8736,-80.042754
"753","Miami, FL",121,25.7741728,-80.19362,25.7090517,25.8557827,-80.31976,-80.139157
"754","Miamisburg, OH",8,39.6428362,-84.2866083,39.596648,39.661568,-84.327636,-84.215101
"755","Michigan City, IN",21,41.7075394,-86.8950297,41.665809,41.753454,-86.9326811,-86.816085
"756","Michigan, United States",20,43.6211955,-84.6824346,41.6961278,48.306063,-90.4186202,-82.1228056
"757","Middleburg Heights, OH",1,41.3614401,-81.812912,41.35045,41.389427,-81.855674,-81.784556
"758","Middlesex County, NJ",4,40.4279708,-74.3963102,40.251122,40.6089876,-74.6309294,-74.2036022
"759","Middleton, ID",2,43.7068282,-116.620135,43.684832,43.73553,-116.652855,-116.552827
"760","Middleton, WI",15,43.0962919,-89.5119565,43.0820283,43.1447762,-89.5612628,-89.4520964
"761","Middletown, CT",1,41.5623178,-72.6509061,41.494838,41.6043185,-72.7529417,-72.550945
"762","Middletown, IA",10,40.8283739,-91.2590387,40.8220192,40.8338574,-91.2719498,-91.253393
"763","Middletown, PA",3,40.1701367,-74.8851959,40.1321344,40.2247353,-74.9580193,-74.8555677
"764","Middletown, RI",2,41.5456578,-71.2914388,41.472275,41.5612845,-71.3141173,-71.2330406
"765","Midland, TX",2,31.83688,-102.0103767,31.6513243,32.0869893,-102.2874424,-101.775658
"766","Midvale, UT",2,40.6149174,-111.9106607,40.5937391,40.6308459,-111.921408,-111.855774
"767","Midwest City, OK",18,35.4495097,-97.3967025,35.4331883,35.51516,-97.424125,-97.290611
"768","Milbank, SD",6,45.219131,-96.635617,45.203177,45.233301,-96.661361,-96.598684
"769","Mill Valley, CA",4,37.9060368,-122.5449763,37.886477,37.9296329,-122.5769802,-122.5143818
"770","Milpitas, CA",3,37.4332273,-121.8989248,37.3963528,37.466792,-121.9314616,-121.8377079
"771","Milwaukee, WI",128,43.0349931,-87.922497,42.920816,43.1949437,-88.0710611,-87.8627124
"772","Minneapolis, MN",192,44.9772995,-93.2654692,44.89015,45.05125,-93.3291271,-93.193859
"773","Minnesota, United States",46,45.9896587,-94.6113288,43.4994288,49.3844722,-97.2392619,-89.483385
"774","Minnetonka, MN",25,44.9405086,-93.4638936,44.891396,44.97884,-93.523343,-93.39896
"775","Mission Viejo, CA",4,33.5965685,-117.659405,33.5338343,33.6728031,-117.6958788,-117.6196099
"776","Mission, KS",4,39.0277832,-94.6557914,39.0076261,39.0440697,-94.6737753,-94.6377378
"777","Mission, TX",6,26.2159066,-98.3252932,26.1374712,26.2658352,-98.4078327,-98.2720905
"778","Mississippi, United States",100,32.9715285,-89.7348497,30.1436769,34.9960168,-91.655009,-88.0977945
"779","Missouri, United States",18,38.7604815,-92.5617875,35.9957227,40.6136347,-95.7741441,-89.098843
"780","Mitchellville, MD",24,38.9006205,-76.7952199,38.898926,38.961084,-76.8403063,-76.7925428
"781","Moab, UT",4,38.5738096,-109.546214,38.5362132,38.6031791,-109.5796491,-109.5153227
"782","Mobile, AL",7,30.6913462,-88.0437509,30.560374,30.843458,-88.221253,-87.956616
"783","Modesto, CA",8,37.6390972,-120.9968782,37.521933,37.711443,-121.096473,-120.901239
"784","Moline, IL",8,41.5058344,-90.5136642,41.4209836,41.5183246,-90.5399416,-90.4320985
"785","Monroe, LA",9,32.5102427,-92.1032411,32.4296954,32.6210424,-92.1355133,-91.9888263
"786","Montana, United States",4,47.3752671,-109.638757,44.357915,49.0025266,-116.0492317,-104.039563
"787","Monterey, CA",10,36.2231079,-121.387742,35.7890391,36.9193564,-122.0608667,-120.2139463
"788","Montgomery, AL",14,32.3669656,-86.3006485,32.249921,32.437677,-86.41987,-86.072205
"789","Montgomeryville, PA",2,40.2498234,-75.238489,40.225294,40.2743553,-75.2640561,-75.214101
"790","Montoursville, PA",8,41.2552213,-76.9128928,41.229518,41.266272,-76.943501,-76.898576
"791","Montvale, NJ",9,41.0467635,-74.0229173,41.037014,41.0728353,-74.079369,-74.012452
"792","Moore, OK",9,35.3383254,-97.4867045,35.290831,35.370604,-97.521142,-97.414955
"793","Moorestown, NJ",4,39.9670569,-74.9426677,39.9377979,40.013644,-75.005502,-74.882226
"794","Morgan Hill, CA",8,37.130408,-121.6544974,37.0888104,37.169726,-121.6980976,-121.5832821
"795","Morgantown, WV",6,39.6296809,-79.9559437,39.574307,39.675097,-79.98816,-79.898771
"796","Morris, MN",8,45.586072,-95.913941,45.5610985,45.6072502,-95.9341901,-95.8776485
"797","Morrisville, NC",1,35.824341,-78.8300321,35.7980117,35.8709644,-78.8754928,-78.8026972
"798","Moses Lake, WA",3,47.1301417,-119.278077,47.05708,47.218432,-119.3636379,-119.1787951
"799","Moss Point, MS",4,30.4115881,-88.5344601,30.3876951,30.47276,-88.6009118,-88.4741201
"800","Mossville, IL",2,40.8155926,-89.5678728,40.7955926,40.8355926,-89.5878728,-89.5478728
"801","Mounds View, MN",45,45.1068949,-93.2075931,45.08631,45.1245495,-93.2278384,-93.187322
"802","Mount Clemens, MI",3,42.5972563,-82.8779754,42.578203,42.617894,-82.901619,-82.856771
"803","Mount Hope, OH",2,40.6239837,-81.7847329,40.6039837,40.6439837,-81.8047329,-81.7647329
"804","Mount Horeb, WI",8,43.0086183,-89.7384557,42.9847212,43.021219,-89.75294,-89.694662
"805","Mount Juliet, TN",9,36.200055,-86.5186054,36.153609,36.277839,-86.583997,-86.433993
"806","Mount Laurel, NJ",9,39.934002,-74.8909988,39.91428,40.000745,-74.983717,-74.84855
"807","Mount Pleasant, SC",2,32.7940651,-79.8625851,32.76592,32.9309269,-79.917163,-79.714916
"808","Mount Vernon, OH",6,40.3933956,-82.4857181,40.337858,40.419255,-82.517196,-82.430243
"809","Mount Vernon, WA",2,48.4200462,-122.32642,48.38255,48.463689,-122.357223,-122.2643375
"810","Mountain Pass, CA",2,35.4702601,-115.5449975,35.4502601,35.4902601,-115.5649975,-115.5249975
"811","Mountain View, CA",25,37.3893889,-122.0832101,37.3542156,37.4699875,-122.1175575,-122.0449574
"812","Mundelein, IL",6,42.263079,-88.0039653,42.2275402,42.299623,-88.068177,-87.938588
"813","Murfreesboro, TN",2,35.8460396,-86.3921096,35.762729,35.960638,-86.570986,-86.325279
"814","Murray, UT",1,40.6667841,-111.888417,40.6261415,40.6839047,-111.932071,-111.8341058
"815","Muskogee, OK",2,35.6630196,-95.3927706,35.262104,35.857662,-95.766265,-95.050568
"816","Naperville, IL",8,41.7728699,-88.1479278,41.6698948,41.821991,-88.2353098,-88.0885106
"817","Naples, FL",12,26.1421976,-81.7942944,26.0789236,26.2110893,-81.8170783,-81.7668403
"818","Nashville, TN",204,36.1622767,-86.7742984,35.967785,36.405496,-87.054766,-86.515588
"819","Natick, MA",6,42.2836393,-71.346996,42.2477246,42.3323989,-71.4025328,-71.3029225
"820","Nebraska, IA",24,42.2196809,-96.5662563,42.1615401,42.2781452,-96.823336,-96.3092216
"821","Nebraska, United States",4,41.7370229,-99.5873816,39.9999776,43.0012719,-104.0535227,-95.3080545
"822","Neenah, WI",18,44.1858193,-88.462609,44.1344,44.194612,-88.523616,-88.4340895
"823","New Berlin, WI",4,42.976453,-88.1090391,42.922858,43.017325,-88.188994,-88.067252
"824","New Braunfels, TX",4,29.7028266,-98.1257348,29.6305241,29.7769818,-98.248179,-98.0276573
"825","New Brunswick, NJ",12,40.4862174,-74.4518173,40.467952,40.509533,-74.4895,-74.392412
"826","New Castle, PA",2,40.9999202,-80.3471856,40.957895,41.027698,-80.397409,-80.315302
"827","New Cumberland, PA",2,40.2323122,-76.8846956,40.2158444,40.245759,-76.894374,-76.858707
"828","New Hampshire, United States",35,43.4849133,-71.6553992,42.6972286,45.3057789,-72.5572359,-70.5613593
"829","New Haven, CT",2,41.3082138,-72.9250518,41.2464253,41.3505968,-72.9980695,-72.8608112
"830","New Home, MO",4,38.1436399,-94.4724527,38.1236399,38.1636399,-94.4924527,-94.4524527
"831","New Jersey, United States",9,40.0757384,-74.4041622,38.7911303,41.357268,-75.563386,-73.893628
"832","New Lenox, IL",1,41.5119761,-87.9656098,41.4607877,41.5665061,-88.0260965,-87.9074327
"833","New London, CT",5,41.3556187,-72.0997804,41.2765064,41.3867155,-72.1285182,-72.055119
"834","New Mexico, United States",1,34.5708167,-105.993007,31.3322114,37.0001788,-109.0502229,-103.0022266
"835","New Orleans, LA",12,29.9759983,-90.0782127,29.8654809,30.1994687,-90.1399307,-89.6251763
"836","New Port Richey, FL",1,28.2441768,-82.7192671,28.219296,28.274907,-82.7399928,-82.6978061
"837","New Smyrna Beach, FL",1,29.0258132,-80.9271271,28.9751623,29.0836965,-81.0427951,-80.8674964
